Rang;Réseau;Station;Trafic;Correspondance_1;Correspondance_2;Correspondance_3;Correspondance_4;Correspondance_5;Ville;Arrondissement pour Paris
207;Métro;LIBERTE;1704609;8;;;;;Charenton;
280;Métro;TRINITE-D'ESTIENNE D'ORVES;1051982;12;;;;;Paris;9
13;RER;NEUILLY-PLAISANCE;4680493;A;;;;;Neuilly-sur-Seine;
222;Métro;JAVEL-ANDRE CITROEN;1589561;10;;;;;Paris;15
284;Métro;CITE;1004657;4;;;;;Paris;4
25;RER;JOINVILLE-LE-PONT;3034093;A;;;;;Joinville-le-Pont;
224;Métro;COURCELLES;1583429;2;;;;;Paris;17
290;Métro;VARENNE;782697;13;;;;;Paris;7
33;RER;NOGENT-SUR-MARNE;2358276;A;;;;;Nogent-sur-Marne;
232;Métro;FUNICULAIRE;1528671;2;;;;;Paris;18
291;Métro;SAINT-GEORGES;751555;12;;;;;Paris;9
43;RER;BAGNEUX;1742783;B;;;;;Cachan;
234;Métro;MICHEL-ANGE-AUTEUIL;1512050;9;10;;;;Paris;16
296;Métro;ASSEMBLEE NATIONALE;611512;12;;;;;Paris;7
44;RER;LE PARC DE SAINT-MAUR;1617366;A;;;;;Saint-Maur des Fossés;
236;Métro;PORTE D'ITALIE;1507152;7;;;;;Paris;13
302;Métro;BUTTES-CHAUMONT;358301;7bis;;;;;Paris;19
54;RER;PALAISEAU;694838;B;;;;;Palaiseau;
237;Métro;BREGUET-SABIN;1490160;5;;;;;Paris;11
304;Métro;PELLEPORT;229524;3bis;;;;;Paris;20
60;RER;FONTAINE-MICHALON;473408;B;;;;;Antony;
238;Métro;NOTRE-DAME-DES-CHAMPS;1487256;12;;;;;Paris;6
3;RER;CHATELET-LES HALLES-RER;24100383;A;B;;;;Paris;1
239;Métro;MALAKOFF-RUE ETIENNE DOLET;1450451;13;;;;;Malakoff;
4;RER;LA DEFENSE-RER;17570475;A;;;;;Puteaux;
243;Métro;MICHEL-ANGE-MOLITOR;1420552;9;10;;;;Paris;16
7;RER;MASSY-PALAISEAU;6819340;B;;;;;Massy;
245;Métro;SAINT-JACQUES;1407837;6;;;;;Paris;13
10;RER;NOISY-LE-GRAND-MONT D'EST;5477236;A;;;;;Noisy-le-Grand;
246;Métro;MICHEL BIZOT;1403416;8;;;;;Paris;12
11;RER;CITE UNIVERSITAIRE;5144113;B;;;;;Paris;14
247;Métro;LA TOUR-MAUBOURG;1361723;8;;;;;Paris;7
20;RER;NATION-RER;3492188;A;;;;;Paris;12
250;Métro;VAVIN;1322588;4;;;;;Paris;14
22;RER;BOURG-LA-REINE;3134620;B;;;;;Bourg la Reine;
251;Métro;NATIONALE;1320290;6;;;;;Paris;13
24;RER;NANTERRE-UNIVERSITE;3069010;A;;;;;Nanterre;
262;Métro;MAISON BLANCHE;1203631;7;;;;;Paris;13
31;RER;MARNE-LA-VALLEE-CHESSY;2525654;A;;;;;Montévrain;
266;Métro;FELIX FAURE;1161978;8;;;;;Paris;15
34;RER;LA CROIX DE BERNY;2357629;B;;;;;Antony;
270;Métro;CHATEAU-LANDON;1140353;7;;;;;Paris;10
45;RER;LES BACONNETS;1597521;B;;;;;Antony;
272;Métro;SULLY-MORLAND;1124169;7;;;;;Paris;4
46;RER;ROBINSON;1591739;B;;;;;Sceaux;
275;Métro;EUROPE;1106459;3;;;;;Paris;8
47;RER;CHATOU-CROISSY;1578758;A;;;;;Chatou;
283;Métro;CAMPO-FORMIO;1016150;5;;;;;Paris;13
51;RER;LOGNES;1169619;A;;;;;Lognes;
298;Métro;SAINT-FARGEAU;472258;3bis;;;;;Paris;8
55;RER;SAINT-REMY-LES-CHEVREUSE;628974;B;;;;;St-Rémy-Lès-Chevreuse;
300;Métro;PORTE D'AUTEUIL;375748;10;;;;;Paris;16
57;RER;SCEAUX;538058;B;;;;;sceaux;
5;RER;NANTERRE-PREFECTURE;16665520;A;;;;;Nanterre;
59;RER;LOZERE;501148;B;;;;;Palaiseau;
8;RER;AUBER;6549601;A;;;;;Paris;9
61;RER;BURES-SUR-YVETTE;446748;B;;;;;Bures sur Yvette;
12;RER;CHARLES DE GAULLE-ETOILE-RER;4945694;A;;;;;Paris;17
15;RER;SAINT-MICHEL-NOTRE-DAME;4376933;B;;;;;Paris;
17;RER;ANTONY;4090042;B;;;;;Antony;
18;RER;LUXEMBOURG;3624948;B;;;;;Paris;5
23;RER;TORCY;3091308;A;;;;;Torcy;
26;RER;DENFERT-ROCHEREAU-RER;3011780;B;;;;;Paris;14
29;RER;SAINT-MAUR-CRETEIL;2762895;A;;;;;Saint-Maur des Fossés;
30;RER;ARCUEIL-CACHAN;2620746;B;;;;;Arcueil;
35;RER;BUSSY-SAINT-GEORGES;2338585;A;;;;;Bussy-Saint-Georges;
39;RER;FONTENAY-SOUS-BOIS;2121720;A;;;;;Fontenay-sous-Bois;
40;RER;SUCY-BONNEUIL;1993503;A;;;;;Sucy-en-Brie;
58;RER;LE GUICHET;530706;B;;;;;Orsay;
65;RER;PARC DE SCEAUX;383626;B;;;;;Antony;
66;RER;LA HACQUINIERE;285626;B;;;;;Bures sur Yvette;
