Rang;Réseau;Station;Trafic;Correspondance_1;Correspondance_2;Correspondance_3;Correspondance_4;Correspondance_5;Ville;Arrondissement pour Paris
16;Métro;PLACE D'ITALIE;11542761;5;6;7;;;Paris;13
2;RER;GARE DE LYON-RER;36404818;A;;;;;Paris;12
66;Métro;COUR SAINT-EMILION;5805955;14;;;;;Paris;12
12;RER;CITE UNIVERSITAIRE;6353921;B;;;;;Paris;14
89;Métro;PORTE DE MONTREUIL;4906785;9;;;;;Paris;20
13;RER;AUBER;6352580;A;;;;;Paris;9
116;Métro;DENFERT-ROCHEREAU;4268859;4;6;;;;Paris;14
20;RER;DENFERT-ROCHEREAU-RER;4332936;B;;;;;Paris;14
147;Métro;GONCOURT;3517379;11;;;;;Paris;11
27;RER;SAINT-MAUR-CRETEIL;3605382;A;;;;;Saint-Maur des Fossés;
160;Métro;BOURSE;3293898;3;;;;;Paris;2
29;RER;NANTERRE-VILLE;3469961;A;;;;;Nanterre;
191;Métro;ETIENNE MARCEL;2897367;4;;;;;Paris;1
35;RER;BUSSY-SAINT-GEORGES;2959323;A;;;;;Bussy-Saint-Georges;
201;Métro;COURCELLES;2733589;2;;;;;Paris;17
66;RER;LA HACQUINIERE;419554;B;;;;;Bures sur Yvette;
216;Métro;SOLFERINO;2534934;12;;;;;Paris;7
15;Métro;BELLEVILLE;11598308;2;11;;;;Paris;10
286;Métro;CAMPO-FORMIO;1280674;5;;;;;Paris;13
121;Métro;CHARONNE;3980318;9;;;;;Paris;12
36;RER;NOGENT-SUR-MARNE;2771411;A;;;;;Nogent-sur-Marne;
153;Métro;PARMENTIER;3455199;3;;;;;Paris;11
44;RER;ROBINSON;2057844;B;;;;;Sceaux;
172;Métro;LAMARCK-CAULAINCOURT;3094805;12;;;;;Paris;18
55;RER;SAINT-REMY-LES-CHEVREUSE;904642;B;;;;;St-Rémy-Lès-Chevreuse;
233;Métro;TRINITE-D'ESTIENNE D'ORVES;2302331;12;;;;;Paris;9
3;Métro;GARE DE LYON;35162388;1;14;A;;;Paris;12
241;Métro;LA TOUR-MAUBOURG;2096559;8;;;;;Paris;7
33;Métro;INVALIDES;7420581;8;13;;;;Paris;7
280;Métro;CHEMIN VERT;1488841;8;;;;;Paris;11
47;Métro;ANVERS;6780971;2;;;;;Paris;18
1;RER;GARE DU NORD-RER;48205117;B;;;;;Paris;10
50;Métro;PORTE DE VERSAILLES;6424182;12;;;;;Paris;15
18;RER;NANTERRE-UNIVERSITE;5045960;A;;;;;Nanterre;
58;Métro;PIGALLE;6176020;2;12;;;;Paris;18
60;RER;SCEAUX;701293;B;;;;;sceaux;
87;Métro;BONNE NOUVELLE;4932874;8;9;;;;Paris;10
31;RER;PORT ROYAL;3322322;B;;;;;Paris;5
93;Métro;PORTE DE PANTIN;4749922;5;;;;;Paris;19
54;RER;PALAISEAU;954855;B;;;;;Palaiseau;
265;Métro;MONTGALLET;1823041;8;;;;;Paris;12
56;Métro;VILLIERS;6257050;2;3;;;;Paris;17
269;Métro;MOUTON-DUVERNET;1752336;4;;;;;Paris;14
64;Métro;MIROMESNIL;5841806;9;13;;;;Paris;
8;RER;MASSY-PALAISEAU;8615200;B;;;;;Massy;
95;Métro;PONT DE SEVRES;4701284;9;;;;;Boulogne Billancourt;
62;RER;FONTAINE-MICHALON;639164;B;;;;;Antony;
103;Métro;PORTE DE BAGNOLET;4495023;3;;;;;Paris;20
291;Métro;ASSEMBLEE NATIONALE;1142259;12;;;;;Paris;7
144;Métro;CENSIER-DAUBENTON;3566470;7;;;;;Paris;6
26;RER;TORCY;3631640;A;;;;;Torcy;
146;Métro;CRETEIL-UNIVERSITE;3522563;8;;;;;Créteil;
19;Métro;TROCADERO;9516364;6;9;;;;Paris;16
161;Métro;PERNETY;3282156;13;;;;;Paris;14
43;Métro;CHATEAU ROUGE;6879272;4;;;;;Paris;
182;Métro;SIMPLON;2994372;4;;;;;Paris;18
63;Métro;MARCEL SEMBAT;5916640;9;;;;;Boulogne Billancourt;
188;Métro;ARGENTINE;2947071;1;;;;;Paris;17
68;Métro;CONVENTION;5614573;12;;;;;Paris;
212;Métro;CRETEIL-POINTE DU LAC;2564228;8;;;;;Créteil;
83;Métro;PYRAMIDES;5096769;7;14;;;;Paris;
228;Métro;LES AGNETTES;2386282;13;;;;;Asnières sur Seine;
84;Métro;HOCHE;5040191;5;;;;;Pantin;
290;Métro;QUAI DE LA RAPEE;1197619;5;;;;;Paris;12
91;Métro;GLACIERE;4827308;6;;;;;Paris;13
14;RER;RUEIL-MALMAISON;6302437;A;;;;;Rueil-Malmaison;
175;Métro;FAIDHERBE-CHALIGNY;3073785;8;;;;;Paris;12
210;Métro;WAGRAM;2575870;3;;;;;Paris;17
288;Métro;TEMPLE;1222777;3;;;;;Paris;2
298;Métro;DANUBE;617424;7bis;;;;;Paris;19
61;RER;BURES-SUR-YVETTE;662982;B;;;;;Bures sur Yvette;
